,Chi2,Pesaran,Portmanteau1,Portmanteau3,Portmanteau5,MSPE_r,MSPE_sigma
0,0.0018647084659305436,-0.7952025395385542,946974.7318006319,733850.7140370058,1249647.0291681313,0.0005384264049975505,4.910135297860008e-07
1,0.3798611485679501,1.1914575244239984,1044981.3953986164,1364104.2177845896,2089533.8516777868,0.0005379544049707708,4.910285679999068e-07
2,5.809815147288853,-1.0820321898692755,753841.1125284493,540680.5617809123,864832.1852780059,0.0005376288938255457,4.909228572238748e-07
3,5.547892956487567,-2.446632861374549,703043.6529419101,647667.7633079113,724130.3628210216,0.0005380754802231176,4.91673719872766e-07
4,3.1904237203245516,1.5273328571242737,887476.9204355718,797421.2310965047,1055952.481837565,0.0005380647219503355,4.909479508132815e-07
5,2.0983518134675103,-0.741813504320334,704186.1374755655,603765.275144839,1096609.5783606325,0.0005381332635160739,4.927387266556164e-07
6,2.2488075882846994,1.4763870981084684,1113749.2234399873,517116.2514496632,808578.7345719234,0.0005375826850740613,4.905544420183514e-07
7,0.007458833863722174,-0.9946383935218545,724118.9747503676,1021172.276149133,1216791.2645765902,0.0005382359484458238,4.930294218635242e-07
8,3.4917205403031306,-0.4942687298241158,708436.9869277581,971654.3718529001,930976.1530420601,0.0005379206148643295,4.919954994044216e-07
9,5.255950500466176,2.421218424851556,1044665.4283694021,557088.4629011801,706976.0045002715,0.0005375404930997172,4.902804207731526e-07
10,1.953104893703912,1.8385334007536709,925300.1644092705,548167.7372805851,670630.3095276088,0.0005377846798075756,4.91439669538532e-07
11,0.4094499110025505,-0.6881599401440326,843616.7481469698,861621.8797630214,1055148.8942326077,0.0005376457649580298,4.917500697061634e-07
12,0.1304371277325299,-0.25663140495978387,981775.7079221003,718067.504406141,1178844.054831154,0.0005376198804338565,4.914395611468978e-07
13,5.640743109439893,-1.2295556076980356,662410.722571909,568728.5289682327,863905.1410530166,0.0005381456991283206,4.914638295647754e-07
14,5.715578021097404,-2.1680446795246247,891818.921102761,511695.6499883836,834144.236569342,0.000538006638521603,4.908957189438472e-07
15,0.2850384114533168,-1.5838546957458997,620088.4810764453,448332.0146370292,737164.4929587853,0.0005375053086357002,4.897970806048933e-07
16,0.93260080598556,0.9863799265128209,757571.0897437738,868069.1968532106,1061584.8137687154,0.0005383491528538102,4.913687587648129e-07
17,0.06511068816988881,-0.04787889102648026,945781.9022354919,761794.8601425567,1368046.196751235,0.0005382944863765839,4.921106544422451e-07
18,3.010718220975659,-0.7482195884970649,967012.5521233993,1228868.2045522076,1928510.6985687737,0.0005387071820534744,4.922500266775526e-07
