,Chi2,Pesaran,Portmanteau1,Portmanteau3,Portmanteau5,MSPE_r,MSPE_sigma
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.03341064424907,-0.976784708598681,30616.357920986233,77622.0138778644,123847.79454908613,0.0005406461245857055,4.940891790533429e-07
2,89.35904884457423,-0.9539689781755273,24995.396677701123,14626.614524253635,24996.259841791554,0.000539235772934583,4.932893451992037e-07
3,4469.9829864616,2.553006043298687,31840.16757484586,50155.23555604094,84160.01984998358,0.0005423590913248137,5.003889158524505e-07
4,748.0268610483977,1.4278936079016218,39811.578611756304,51004.194173796175,88304.12210576971,0.000540044800070186,4.944249699750723e-07
5,1467.3955570623907,1.8823285856882663,29667.726899812933,44294.42418993984,85690.92092612467,0.0005407272457335696,4.974398927335608e-07
6,3726.3732961419028,-1.2839364430855593,39622.135366530376,93529.9313663551,147226.51018897208,0.0005415936946674679,4.970046637130243e-07
7,3610.819146395025,0.5796278681556528,42328.52242775889,113115.86682877403,189084.49736669217,0.0005449020540848025,5.024374885358132e-07
8,410.0041455089036,-2.160545803947562,50112.09887137227,94196.28009693846,158000.96603393767,0.0005409180849870742,4.918288072654425e-07
9,864.548193467356,0.27670323520897566,47084.74518267992,74991.6485433732,136391.44171370048,0.0005402563026696943,4.951370847206501e-07
10,148.4803550651492,2.52638251683885,58637.755501259075,138196.8507765559,232975.4486713059,0.0005393701500811041,4.957849825823723e-07
11,2540.3173240662973,-0.830053658326352,110641.7729717855,292444.98652678827,510963.13229850604,0.0005441640420615435,5.041545514511827e-07
12,419.11595866819744,1.9856330489892184,57674.95421831699,139951.13320137621,226104.18881573985,0.0005401606424149484,4.926174061824112e-07
13,37.16793934303701,2.431537675382507,35217.47181747231,71823.68847854462,130294.4719764683,0.0005405907753181404,4.928184664618557e-07
14,1036.981468496444,-2.102267458818546,74967.39085122103,194119.3822654581,307889.14016071265,0.0005419220875012223,4.99513263836779e-07
15,12.593963584247067,-0.837696875764857,75148.0093419003,202290.26215677956,324263.6237226931,0.0005415390758197494,4.935544242993055e-07
16,57.82089552238806,1.0955661289860235,44547.89557831452,85331.8077412586,126709.7181468764,0.0005388958999625012,4.936043450963595e-07
17,9.740019571733486,-0.9754301583349122,79678.16091938845,266982.924386066,443268.0905850868,0.0005415488555640894,4.974374568184306e-07
18,3743.6472156512223,-1.457147369137253,50411.22571527774,130514.15783507211,273983.92030738224,0.0005428345264338679,5.019127514503763e-07
19,2490.701407777838,-1.2729026262745757,28542.556627648537,58675.08047560798,115424.99550338833,0.0005429481488376547,5.004570421120298e-07
20,73.57469236163016,-0.992704143502995,62002.1128247248,210561.42990968944,353128.8970744445,0.0005422784372571574,4.975141308369408e-07
21,2769.644333829048,-2.1468103336585256,33223.72458243658,64779.454815967794,109503.3637949703,0.0005411643784589374,4.97800310275058e-07
22,56.751261760377254,-2.316545576955544,113903.91816356772,312311.7949893061,494033.1939898252,0.000541649249607828,4.938763195855673e-07
23,2020.3962120219758,0.23902480154608463,36807.0562823526,76000.56548603157,127559.24209241939,0.0005419169167275141,4.987509839150414e-07
24,1238.585980782715,-1.3091551847752738,47429.64414024474,80336.41590016584,146940.88151679552,0.0005407771464929697,4.973254994617857e-07
25,58.78006457130969,1.5062747569074209,35583.15725786084,89580.94270427247,144765.3832528232,0.0005420943884289697,4.957105558226359e-07
26,582.6859661424422,1.7177323831186968,34723.22096842571,66116.66008908582,100397.30077587621,0.000540311206277146,4.934535693207398e-07
27,616.9091917798719,0.25778962541589767,51448.77038030257,116610.85061971252,199169.791461832,0.0005402654646408909,4.935443325663089e-07
28,29.81809075428228,-0.7072650820760923,45533.03889054906,90505.67491050332,176125.43097940274,0.0005399988371670038,4.945546210735771e-07
29,505.98170736405734,0.8883659481578803,51014.05446788918,128294.83658767663,204828.5744092797,0.0005401135515713443,4.958542792880301e-07
30,134.203546028248,-0.10318637559689314,31472.16046127997,49075.35291602649,82113.90280190308,0.0005399678921763746,4.93717489036308e-07
31,2356.2090168671357,2.152314896522951,38929.06620887246,98576.08735220239,182736.13623828505,0.0005402050279259897,4.944781743176406e-07
32,1931.4068531888827,-1.4737012753894665,46872.71911502807,92549.83874218629,170878.05502996672,0.0005426561645036383,4.993391577260307e-07
33,39.55037409750422,2.4428714846441304,72346.31613039342,165369.47062653967,280852.4454103003,0.0005415519910116115,4.961888012826711e-07
34,454.21895684201604,0.04832185362234483,45679.381502329044,103384.65400334548,194852.78947492279,0.0005408030078277796,4.963965691701405e-07
35,1946.2724169549774,1.6890781142666136,24304.847830637533,39825.29625577589,85731.06858939424,0.0005412826074307794,4.989316624049021e-07
36,737.7551221692261,1.74297223137031,46764.86551591308,133138.3653453262,214657.03394801973,0.000540654302962156,4.96351959331447e-07
37,1610.8950754744603,1.077230582861166,70349.14657467602,161858.64948889657,336157.8179598175,0.000540906324930819,4.960267947185134e-07
38,3414.928393653827,-1.5961919798353659,26930.2519115895,36501.81291490106,64826.46139636826,0.0005406683176563739,4.95771272227319e-07
39,10.186070165435087,-0.9259064908080643,148507.26662611854,376272.3180834708,663565.8884951121,0.0005431644157491759,4.975302327943253e-07
40,7.922529839188159,1.0774697842159333,34253.93124503675,40230.43651669017,78575.80949320538,0.0005393802531564275,4.932953382983305e-07
41,949.8948366068471,0.48009813607738394,40373.41039220246,50431.86193892694,89103.6744725506,0.0005409686443452821,4.950101920571016e-07
42,412.55173795452265,-0.5572092742967342,47179.45626860499,137942.96237770183,196796.1171507847,0.0005407161131323056,4.952261062911193e-07
43,209.49412462725095,2.0540771372238407,124679.02741990109,346540.8857340272,615651.6698619953,0.0005412604892026551,4.931369634540895e-07
44,54.46798018169349,-0.12337016072212069,38644.95283370223,86356.81612847894,177296.12334669544,0.0005405256973893814,4.938452658239195e-07
45,8.995230353138798,2.386700960441089,56043.649106680146,127748.34886489966,228892.687290063,0.000540326387129495,4.913410012142982e-07
46,1411.692816249162,1.209576080530921,37122.95515227836,77291.28652513637,136247.86809089826,0.0005404554174665629,4.926499673113662e-07
47,1928.302668382404,0.9462598752558169,54946.23678237955,138902.2423745371,279318.6814129255,0.0005406156641370309,4.960107519386343e-07
48,500.69733932300295,2.269381502643454,27947.582976524154,56876.399736402695,103614.98345365214,0.0005407046335549451,4.944216506570103e-07
49,2099.8609790489986,0.3726666081779683,18462.301295839945,15353.270424332943,38488.861663337644,0.0005408979092208243,4.969563126683261e-07
50,782.9985436780989,-1.2247416780340827,28793.884815458307,46063.24257935135,72742.86954214946,0.0005400032964627652,4.943319448850924e-07
51,1444.0302360166127,1.7696251177143536,118880.2767768361,308587.2932041451,509393.1034530773,0.0005411835416968925,4.927175071994813e-07
52,622.3815101056412,1.9361139229302766,30241.1652477319,71844.07112326281,143555.73668912257,0.0005407542868891841,4.945826677346938e-07
53,51.835135114309715,-0.4715339375961944,59364.92732534147,98086.77019462429,167671.5306486744,0.000540129097802845,4.926335162232378e-07
54,32.71483059662965,-1.9511106952778687,45205.16524069203,96759.90603190262,152426.37942760074,0.0005390797369737718,4.908222694321153e-07
