,Chi2,Pesaran,Portmanteau1,Portmanteau3,Portmanteau5,MSPE_r,MSPE_sigma
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,22.1818528221005,-5.642907859330497,560757.7360834838,1570214.390007687,2572128.6157024303,0.0004604462955864727,9.14650692780327e-07
2,8.764769389537191,-9.38195155613749,394877.18635628716,884984.6535796082,1424262.5603645605,0.0004601995079352477,9.139294216882172e-07
3,361.69768992617287,-3.4775387451434736,580425.3134442219,994417.3375236914,1559693.8931068508,0.00046046984976742464,9.168016363245332e-07
4,47.73765182186235,5.9858070792866425,856061.2217298942,2417070.9356444166,3271139.7086561495,0.00046105760066880567,9.114190690119378e-07
5,462.96737318409146,-3.4209735458150075,445556.7966583376,1024451.4148951909,1587223.2701181825,0.00046029238943822435,9.133822178357236e-07
6,48.67827260458839,-6.417399610109963,543149.6876631335,1283025.7589708837,1663106.9229041487,0.00046024813405105125,9.128964993553625e-07
7,47.35300468365484,3.438912991117834,543375.4038405488,1128247.0159538023,2387115.8184822504,0.00046057602370850757,9.164110285462485e-07
8,60.371517027863774,4.141599611650697,654140.4313711008,1017139.6749983802,1755746.6186133237,0.0004607471641404946,9.123835514689902e-07
9,65.68478209097404,-10.429607047497989,716697.978159437,1944013.8599335393,2776085.1124374527,0.00046045831239201944,9.132780738833685e-07
10,79.80573152337858,-2.9626582147441165,501681.46612824296,1223037.8266817592,1897812.4050230803,0.0004601482151602051,9.139446187280569e-07
11,17.371056600777962,3.73186593477839,441794.1342725089,963272.8352324337,1294530.3017118762,0.00046040619929039463,9.13992042199662e-07
12,143.3678653647694,-5.1741257540609595,633671.4224755026,1486758.0634369296,2152646.6652175663,0.0004605340949691591,9.110683251168483e-07
13,82.75127411288402,-5.645558591218078,479105.4727898027,1429918.5629851527,1378289.017875916,0.00046025748637980806,9.160298078493647e-07
14,868.4737000873224,-3.025075141095522,825514.2616958353,1631238.4776524974,2921868.1280726474,0.00046088038444019603,9.140765034977885e-07
15,44.81066920695404,-7.070980753225714,417292.35668538033,783936.0005055533,1023025.3043000915,0.00046012254772167843,9.147014575608394e-07
16,85.52895133762007,-5.859899303403212,459408.21549419756,979086.6549624243,1331420.8368280304,0.0004607884762543549,9.144306000883749e-07
17,308.7735175041676,4.020593441515189,810845.9502372523,2479278.7738014245,3399988.4291794845,0.00046105241222087987,9.121915956865046e-07
18,32.92212431531317,-6.112867283564553,551842.0225277113,1190585.4660827653,2199959.7047666386,0.0004602031996697859,9.123556166435363e-07
19,175.3168055886322,-6.379273027125575,534497.7913828053,1046070.6818169153,1502238.8842742024,0.0004606443819084021,9.119940130418389e-07
20,23.130094466936573,7.700287473071531,460642.5524059535,1307812.8374837989,1894156.9597546996,0.000460249520627046,9.111050148645629e-07
