,0,1,2,3,4,5,6
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.0083526610622675,-0.7898178433126158,831814.6543565516,974027.7978377073,1799376.080370205,0.0005384623132784364,4.916547535374781e-07
2,4.9544071074673095,1.7024488168467413,914382.7169356319,671371.7089775598,822763.2871758516,0.0005374125801736068,4.894634803687144e-07
3,5.622111435594356,0.0739863609218176,623938.7473617094,702202.031574113,931992.072275815,0.0005384986970134063,4.915014114129412e-07
4,5.82875503740975,1.1331933980661435,722502.1358541752,495728.78028817277,811364.4705365123,0.0005376003273504058,4.898315161019372e-07
5,0.05184197751562271,-2.097417714971248,977699.2334895493,759039.4405708356,1005960.1472094825,0.0005390464112140992,4.914989101044261e-07
6,0.08901286032408941,-1.145541860230723,679563.2706324995,676345.9371799376,831831.4025117378,0.0005377572661104231,4.89827393595298e-07
7,0.0026044275267955524,2.480000923819441,687537.785125372,405898.22242430656,604580.1510597783,0.0005378824914492759,4.902207489025881e-07
8,0.4612302452631011,-0.3344677660960603,805429.0874548004,462520.18200120085,657852.9488799601,0.0005373055578011873,4.900434498427987e-07
9,1.0986215027084505,2.171226559763799,832348.2959151044,722477.4874542297,1004361.476084702,0.0005380425387180413,4.913184382670895e-07
10,4.28002989697871,0.9744762868444877,822857.263590718,612479.4456708368,742180.6998138392,0.000537286591634836,4.887811503620653e-07
11,0.06917914300464637,-1.9432245155664651,549149.882499259,665366.713767913,851875.6466167973,0.0005379366825363854,4.898528715218406e-07
12,4.183126700005394,1.4504494101997303,1072270.011636117,1295000.3766538156,2048199.1681192794,0.0005382497320478564,4.898775888830562e-07
13,0.28086208092218307,-2.0860149655308247,656315.8514783692,650492.028713458,1302870.2692965157,0.0005378765778543816,4.914418581279208e-07
14,5.346334923215621,-0.35383452167690577,858683.3683971104,1003671.2427366168,1199400.4227294035,0.000538170365649549,4.905724101378836e-07
15,0.8081584848087904,1.1722172700439397,843928.4491372218,671021.6145894919,987871.4425475685,0.0005381482275622225,4.911168913600725e-07
16,4.23143960116814,2.5344705947112662,748613.1172447643,683701.363943271,811739.6620203193,0.0005380272840910053,4.912213544481315e-07
17,0.26446497507300876,-0.3985500878528447,849224.0398972848,907769.2185468556,1081619.3263669335,0.0005382847765326012,4.900686510624073e-07
18,3.8990745806332305,1.1448689945188453,941429.7086885355,882249.9132371966,1069211.384366637,0.0005377979826781052,4.913728939097925e-07
19,0.0026044275267955524,-0.8538550276771265,929659.7625034988,653095.8235354807,1058848.4083205268,0.0005384041775950698,4.926175562919025e-07
20,4.51045238443816,0.64617085030705,793201.7963553868,789055.728886869,1137167.028608236,0.0005379508230050247,4.903757063962143e-07
21,6.292558888572111,-2.2596014236096162,1024098.2434346204,1432961.8177389768,2280090.606797364,0.0005381729874746925,4.899979474262108e-07
22,0.04167084042872884,2.156515566982581,1057092.7168575083,781538.3716253445,930220.2650140476,0.0005378279744319733,4.8976478425757e-07
