,Chi2,Pesaran,Portmanteau1,Portmanteau3,Portmanteau5,MSPE_r,MSPE_sigma
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.488276223425978,3.060503735930287,662696.8196341611,479268.7493328757,627869.2755359663,0.0005372783255073568,4.89215164895905e-07
2,1.9312215381533222,-3.0872058428994675,918589.8033873515,909617.513884785,1103954.665866003,0.0005386910090510395,4.91312417178936e-07
3,2.5905577944043334,14.875408692497949,873052.6802334962,884516.1912188224,1172516.4374962049,0.0005384202841861993,4.908920048245716e-07
4,1.5780673298453525,9.850637692345932,1063761.158945227,918181.4029392676,1238650.5565375127,0.0005381549561357119,4.902578388354387e-07
5,1.688424167238151,18.026350034722082,498957.4509974554,775106.134127778,1070797.5084024551,0.0005379931476051832,4.903411392655359e-07
6,0.8950754744604289,9.49892922655428,829130.7742332591,647635.2984521445,756178.9004019732,0.0005374181430714419,4.890529946953962e-07
7,2.2019587144299155,17.1636923729282,550506.2818305771,496598.5309945962,497375.65511458076,0.0005374694386101801,4.901340780040012e-07
8,0.3063823885220259,11.717148926922858,756703.5153903876,687178.085703672,1087069.9373068118,0.0005380117693137488,4.907067154861857e-07
9,0.6164325507208408,13.124921378715829,933079.1667042878,1034977.0576241789,1318712.2070548418,0.0005380626032968788,4.909201089619315e-07
10,2.4411345441096017,7.058034859184294,929238.6046738535,831584.8534008532,1354369.4560134902,0.0005383760989977408,4.920585033453015e-07
11,3.065457431479669,9.128137381993692,769467.3884539093,769687.6514533956,1210238.2752057845,0.0005382517376596399,4.91112966094194e-07
12,0.29348353739819233,13.23839834952108,802665.8777203435,1152101.1282477775,1470577.6054062336,0.0005381142999601696,4.914482295947016e-07
13,4.832831197651393,5.848929090972022,853530.3571663699,804003.1020345002,883224.0330400537,0.0005377972910629602,4.907872292459095e-07
14,0.7663643578699173,6.6042576939115145,792018.645305205,780984.6727554401,1139349.0695578072,0.0005377526282904624,4.907078458440698e-07
15,0.0012482759152097026,10.280222166490717,808261.9518999697,461994.0189390534,758855.986085475,0.000537791425457124,4.909905462216801e-07
16,0.09375939096463988,6.340428074691573,1021133.5524504475,906656.4087067273,1262453.5479278879,0.000538003321829666,4.904211393141815e-07
17,0.22562972437759576,14.049369049118292,735459.3958147909,410872.2893373248,591365.3906541937,0.000537440618192467,4.896279223983248e-07
18,4.67873847078495,-8.445752220635658,742780.4177939161,614644.4531757816,692265.5096026723,0.0005379086512719213,4.905407675089333e-07
19,1.6277672042472202,2.9481466824748765,846908.6786467192,685729.454920273,1184905.8381743762,0.0005383928813682735,4.920134160716468e-07
20,0.1603341064424907,4.616505280251975,849297.2354206704,467109.67808504024,703792.1393561612,0.0005374242551599701,4.89980542461488e-07
21,4.832831197651393,8.944369118359361,817884.4521362201,965572.5390677251,1132725.224542949,0.0005377171289036913,4.896776792697929e-07
22,6.471062344447098,4.985866828518861,917241.073519114,783291.5201329351,1080511.4202120597,0.0005381419601488349,4.91291925148436e-07
23,0.011234483236887324,12.223945237600093,901923.7993880636,689904.330264794,1075246.8226717378,0.0005380819307728394,4.916071942461602e-07
24,6.491050169904221,7.967627906604983,707147.4276966251,502866.5469128096,749343.9455350057,0.0005377444724354892,4.909790312414812e-07
25,4.247605544810794,15.350602732627616,918130.7729744795,859336.4981147606,684763.895378578,0.0005377216941549291,4.915584816732191e-07
