,Chi2,Pesaran,Portmanteau1,Portmanteau3,Portmanteau5,MSPE_r,MSPE_sigma
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,148.95909199485277,-8.750779123794825,825777.5167080811,1053901.5194745888,1247126.6013297124,0.0005405304438054835,4.971782380760793e-07
2,632.8059855600675,20.733616976575295,785666.3641382094,412119.8840089496,558613.7988268739,0.0005397750616971024,4.95623208906933e-07
3,71.50179921250742,9.563350441904724,736695.9113833393,718819.7479722918,869594.592664441,0.0005397020478865637,4.951070346331139e-07
4,136.57878393268558,14.418433043492263,714853.1020381766,591301.9295209553,996511.0659907033,0.0005403394576059347,4.965451585991499e-07
5,112.5946262492391,15.383189786406376,683982.1048191761,529559.1133210292,876762.8366267692,0.0005401560386616535,4.947996514609117e-07
6,771.8341025897873,5.462628848503014,802387.4168458276,562127.5468236601,686481.9878323942,0.0005398948871021959,4.957210910877335e-07
7,9.569252344370044,9.666206966917928,781263.3827094132,485927.8766259726,602929.8058025748,0.0005394742760705411,4.941427841869534e-07
8,166.50411853997952,9.56108804255928,834295.4562706926,1384694.772752665,1885714.338400067,0.0005401791637352974,4.949837710914141e-07
9,7.4224026999745725,16.142669097727552,832502.0601089987,829448.9000963945,1034142.1290155997,0.000539741101169587,4.950493690414676e-07
10,67.63844689818846,5.2692996452393075,722156.6442305017,675615.6378019043,826987.3352272458,0.000540480050274981,4.957154856168707e-07
11,53.60227771827491,8.459244087061943,764243.6537028274,863801.3801092177,1309213.7606866674,0.0005397614867879968,4.949273001540885e-07
12,254.52647963075688,11.145653006808184,683554.8078465713,511595.9622361406,884412.9155547796,0.0005399187455959787,4.959520667670094e-07
13,13.878994290293498,5.313579351830896,763887.1703301352,569464.8562363909,757148.6393205798,0.0005396278309111245,4.953030357011076e-07
14,49.709367463148894,3.939321595514883,712213.0382052778,463885.2580103732,625548.0768389034,0.000539637150061868,4.946912594550937e-07
15,117.47849806209017,11.232893861381442,828723.9558209573,976373.9170341252,1247320.260190914,0.0005399782327825961,4.949975605951117e-07
16,41.752764314719634,6.05799519557724,679868.3436757975,360189.0172418261,456220.801486,0.0005393347589912452,4.947705569914439e-07
17,17.055209240323936,3.153427449586783,898223.2901892455,717475.7882283176,702799.2272414702,0.0005393886230430128,4.945956503843502e-07
18,30.76875303400396,8.732672210781738,682150.9382636574,873707.5324066627,955072.4674863379,0.0005399808863841564,4.955800761751981e-07
19,227.71536226970466,6.63197750825175,1040823.6676572915,920867.1655910508,1594158.5211875916,0.0005399622993367165,4.955600125263673e-07
20,172.12282418573113,9.728045675263026,1195707.8487408173,1965267.5432418878,2416882.1520785606,0.0005403746778210353,4.95988027786399e-07
21,45.273827044437084,4.407716024871765,801285.9157212786,700078.2074015413,766672.0944029028,0.0005400650976290413,4.960773895115582e-07
22,16.317601460945145,4.288597573618788,871059.6863180635,860133.1918320964,1046047.0703946378,0.0005405737175061797,4.967215072835308e-07
23,137.68207491196574,5.547452007099301,789570.4499874476,543588.2530267872,948848.8082285274,0.0005402964854401187,4.959634778579398e-07
24,547.2330808528345,7.625982423281431,532000.1771336193,566084.2912557966,1008938.6403542822,0.0005405956086493135,4.952713610026306e-07
25,70.90553941700891,2.816667120847968,829307.157766461,830308.5265123084,1088851.7975342127,0.0005403313327435416,4.952630440417992e-07
26,537.7241156119248,2.6585283786187017,534872.3009928132,478182.49452312244,1044062.1252380252,0.0005401865769994612,4.952405843179579e-07
27,140.0877645844089,5.621482733204358,1113333.454537641,1524160.5788597849,2093031.0408725527,0.0005400321259558368,4.950472178639202e-07
28,36.73839373088096,6.867293861606037,852439.4830954202,826838.5864509926,954698.1581061488,0.0005396428237022163,4.951107311552584e-07
29,60.66090815925535,5.153632501482894,972653.1563842044,793109.2978180397,1061423.4842601507,0.0005400047705121965,4.943323201140782e-07
30,31.778577427781073,7.619299175894849,823500.8777346682,722190.3351145765,729645.6737098239,0.0005399247579123425,4.958588980497839e-07
31,319.74394932924434,4.979717573521114,759720.2540525589,523847.0915848011,721770.1401056323,0.0005403427001931389,4.953875922995928e-07
32,16.79680071506176,10.831630386599436,727072.3697818929,686117.9118840791,714763.6758915656,0.0005401008142147455,4.948264057004944e-07
33,11.691275167785236,16.682179835268233,780135.8156107884,503231.70978421875,765946.7484607056,0.0005401745496175308,4.964726079897087e-07
34,51.6092742277256,7.248408281644849,890162.4159007422,729467.4320662706,871800.3029768352,0.0005399648163123373,4.944709108864562e-07
35,108.22243968592763,4.138644955881315,796034.3929334374,487206.37903529947,689920.4603006341,0.0005395502949021492,4.942268266709896e-07
36,23.848789095308177,11.679531335015234,748361.8574472773,556872.665169312,781743.4962526684,0.0005396257239194523,4.939415446531438e-07
37,109.45106681358308,11.81495234594731,770944.473230996,598369.1622205207,645747.5865993378,0.000540200811796946,4.956944002672276e-07
38,158.20149639001687,-2.7719963553627136,868936.8959206823,794977.9935394825,1032876.6609306823,0.0005401666423852879,4.939534886486401e-07
39,283.88666887555,6.3606178702975305,855198.4249096402,729297.542501466,814660.4159854717,0.0005400636481931246,4.96410281805998e-07
40,64.57453054808559,8.618274919946199,804409.5743160318,779769.1287671865,1155222.2519445121,0.0005398742737656468,4.961197944524346e-07
41,130.3209918399741,-3.0814427864646756,842431.9859173603,597828.3526223485,908305.478117152,0.0005397985496763243,4.95969255153792e-07
42,52.80054554280739,-4.402912556231772,788154.9721921689,658945.905080623,1098900.212046431,0.000539930228527641,4.957430873876398e-07
43,150.78531965880458,5.886820529481476,652505.5628953556,367170.1321353345,804802.6924168573,0.0005404136080261533,4.959084632243178e-07
44,198.28429869239247,9.200102367290869,780055.2788894975,768319.5976134368,1292308.7714200984,0.0005400239472269081,4.953669385586607e-07
45,65.65154608989128,2.8311233651865635,735402.2552268344,836952.9187351634,1075570.9667721698,0.0005400983167431095,4.958568900815451e-07
46,42.31268541135315,18.931642556486658,639339.3688074849,536799.4648611586,576268.9586368932,0.0005401575101227368,4.947658506303415e-07
47,97.24445403339523,-4.248289910895956,845504.4297135659,667688.1747542139,1102408.7377637927,0.0005401507032216159,4.961689605206071e-07
48,71.30276855269342,13.19201476522053,737369.3698424525,798281.3531253141,1291448.9518410387,0.0005405003629546557,4.953642311993929e-07
49,150.59256120019415,4.51008205675243,743531.0115976783,648693.7749440873,781673.4883607245,0.0005396783657575593,4.946713684417351e-07
50,7.878393268556546,13.21683172745751,786742.2178545514,662863.9715384162,848965.8407458179,0.0005401361246225578,4.957255235991704e-07
51,252.77587282996478,15.04891111500326,832276.0793957652,460747.7744098554,710024.010928791,0.0005393111860080226,4.949149572616574e-07
52,64.76394486010834,14.956409690807241,635877.7027516203,472428.3334269895,914839.6061114301,0.0005394944499170614,4.945512447189547e-07
53,125.08650860308678,5.711618222533434,657739.1516744308,538348.3352382557,908519.0533943227,0.0005394818882307529,4.949044046096574e-07
54,117.8191386896185,3.382559619298601,861770.1138897237,1094326.4661654716,1071244.6401888926,0.0005398785591154938,4.948802955429328e-07
55,53.257938495442254,2.849256091968047,718847.89525543,594996.8904946696,705377.9411541296,0.0005400082971083064,4.956481847267157e-07
56,9.617888872621918,9.599566929808852,733873.2182012568,501499.6186421626,731247.3265262195,0.0005397810550022879,4.943624861577246e-07
