date,1/N,Standard,Autoencoder
2011-06-30,0.015489392506217527,0.00042974837433123726,0.0004582649457895525
2011-07-01,0.007333503154545915,0.0014972262758393454,0.00040128776359058324
2011-07-04,0.011249116232213181,0.002963246236981116,0.00046125188711693246
2011-07-05,4.931963315708915e-05,0.0012775456518458698,-0.0002017905014170244
2011-07-06,-0.01386175220659854,-0.002201828910520373,-0.0004074596188115553
2011-07-07,0.009590176552858253,0.0005455607710423401,-6.81233002868248e-05
2011-07-08,-0.013969232039940728,-0.0012418932306232468,-0.00030247072999182366
2011-07-11,-0.036675958732846264,-0.00865080100662521,-0.0017249196760902395
2011-07-12,-0.006779305941449433,-0.0023364478901398912,-0.0004822118663031567
2011-07-13,0.021340557317108173,0.0037846300576470115,0.0010056209166442287
2011-07-14,-0.008200123932797822,3.1512290573172334e-05,-7.419350278698789e-05
2011-07-15,-0.0036835362236598925,-0.0005619193904652167,0.00014013719911543532
2011-07-18,-0.020789261155050663,-0.003149468225067055,-0.0014225005317196264
2011-07-19,0.02293878325139351,0.006986205615372808,0.001152860680486008
2011-07-20,0.007366047503534817,0.0013568943333733654,0.00013129966987434317
2011-07-21,0.017657289373915048,0.002310955264584416,0.0012648515109982552
2011-07-22,0.002639598367362646,-8.364559604290159e-05,0.0005641642823149515
2011-07-25,0.00018507674501089637,0.000855536453171069,-0.00028204974581862695
2011-07-26,0.006571647148368755,0.0013866055123516142,0.0005492421044197925
2011-07-27,-0.018688736562616177,-0.001815787202366275,-0.0008458062222437572
2011-07-28,-0.015996192236503105,-0.002524805509483516,-0.0004265151279139007
2011-07-29,0.002403738575134762,0.0018432214419346184,0.0007733857439990636
2011-08-01,-0.02156922376829351,-0.0037866520242544224,-0.0010586056520273555
2011-08-02,-0.027711304717758282,-0.003356502461603935,-0.001256476946516701
2011-08-03,-0.011618007192425095,-0.0022056603626517787,-0.00016010352326509869
2011-08-04,-0.050562967505296735,-0.012400208370045383,-0.0014042965721653628
2011-08-05,-0.0034878673960192183,-0.000885605400079684,-0.0017325840824364677
2011-08-08,-0.06396901264263907,-0.014010630899756012,-0.00260727134715616
2011-08-09,0.03328455518384363,0.006485371877794331,0.000692974198695986
2011-08-10,-0.011141543504393663,-0.001725467635098473,0.0011036386052772943
2011-08-11,0.030785526193440712,0.005349196924816168,0.0005877333259228343
2011-08-12,0.017937632708281036,0.0026300805126981694,8.110148812661115e-05
2011-08-15,0.02648791971937905,0.009125902317679206,0.0012686685465904816
2011-08-16,-0.025580826335017234,-0.004724878627519806,-0.0008379127184388953
2011-08-17,-0.0013654108410586603,0.0019079190283556723,-0.00019341052264213612
2011-08-18,-0.04598519765419969,-0.008940120478258462,-0.0014364619853872776
2011-08-19,-0.00737091227478449,0.0006717347293409529,0.00018796005195174107
2011-08-22,-0.004620543454828506,-0.0016574597211257984,-0.00012312296978992025
2011-08-23,0.014452602267602544,0.0027400932930773006,0.00047239419742561487
2011-08-24,0.015065267959870477,0.0031660239682916756,0.0005151124174711313
2011-08-25,-0.010437065297690265,-0.001965212328576485,-0.00035368596942695935
2011-08-26,-0.00440476175693444,-0.0015368384385355638,8.390543068738576e-05
2011-08-29,0.03310242251130148,0.008133727750054857,0.0001350417539933788
2011-08-30,-0.008161878926028631,-0.0033603558688564154,-0.00016818855809974447
2011-08-31,0.019928970514110734,0.002507672000966923,0.0007253564753880281
2011-09-01,-0.01435909963659094,-0.0032627279956233923,-0.001237278338375356
2011-09-02,-0.0218594223286204,-0.0025570958658231893,-0.00036085454068191685
2011-09-05,-0.04488412601652812,-0.008125859664013042,-0.00029196615208163575
2011-09-06,-0.010269037544391478,-0.002588220984007434,-0.0011879547141282747
2011-09-07,0.025521393109304315,0.002488533691355715,0.0007963245111309372
2011-09-08,-0.0034105444605791258,-0.0013068032137143575,0.0001971778027209019
2011-09-09,-0.040127627023300694,-0.008431438870321342,-0.001673203262747121
2011-09-12,-0.031178626413498473,-0.004270409738886739,-0.002069890811136462
2011-09-13,0.017946839927398345,0.0015622342169016635,5.6573187836383676e-05
2011-09-14,0.02185442626459948,0.0036280499883715117,0.0006500495338307792
2011-09-15,0.026544279354016754,0.005846211201454492,0.0007406171515875829
2011-09-16,0.002804252183459399,0.0012834504494148762,0.0015633284434918562
2011-09-19,-0.02721720044031837,-0.005450321189729129,-0.0011389093765939722
2011-09-20,0.018369758211559926,0.004120130838609366,7.994155041039939e-05
2011-09-21,-0.00824257799384512,-0.0011471243438865948,-7.025783613749273e-05
2011-09-22,-0.049955024322086865,-0.008399255521325128,-0.0015268584155699507
2011-09-23,0.0004154588696355093,-0.0016074801643417372,-0.00039059205895652054
2011-09-26,0.00475015613364567,-0.0018448353811995966,-0.00028670386563185615
2011-09-27,0.049021552186387776,0.007391356534537596,0.0016463119931891684
2011-09-28,-0.005387190622788889,-0.0014106425653179326,-0.00029277346627986267
2011-09-29,0.008017757117865723,0.0009609575502354013,-4.646808409186758e-05
2011-09-30,-0.030731048892654062,-0.005811569465467432,-0.0003793591082679952
2011-10-03,-0.029563937603055188,-0.003863238124975673,-0.0012437237443017858
2011-10-04,-0.020886834693045166,-0.0059394079346749866,-0.0012220606848095973
2011-10-05,0.021702230329325594,0.0033665732137876975,0.000750309030222546
2011-10-06,0.030862878461159097,0.0031942515794539574,0.0006587213881999422
2011-10-07,0.0067222285598709085,0.0025705402005896404,-1.5827716985181815e-06
2011-10-10,0.03485413325630394,0.006650417354129003,0.0014470571816863767
2011-10-11,-0.0005343265077367075,-0.00027192319792551466,-0.00023150859356183958
2011-10-12,0.02631768649781511,0.005154282912711203,0.0006517436096606765
2011-10-13,-0.013596506053772463,-0.002845321508819688,-0.0009028751030307531
2011-10-14,0.019016229667849216,0.0037045527950925893,0.0012805712531096817
2011-10-17,-0.015544183593356823,-0.0029603096380620055,-0.0009037124112300933
2011-10-18,-9.425764446773505e-05,-0.0006381382992563495,-0.00040500639200974597
2011-10-19,0.010947607487503272,0.0030230251214770397,0.0013004950958744653
2011-10-20,-0.022602749255843064,-0.005219507832371694,-0.0007576669406432279
2011-10-21,0.029692886239315767,0.008031950899317665,0.0015586825492544887
2011-10-24,0.015139042586156922,0.0007287762072091585,8.882668910896028e-05
2011-10-25,-0.0025673481127173174,-0.00018080108855603538,5.681903077937893e-06
2011-10-26,-0.0015369012311721932,0.0010673911088937313,-0.0007462695117359066
2011-10-27,0.052566719072745315,0.010508603185591976,0.0015782749989911545
2011-10-28,-0.0012545072460995847,-0.0005443291343488038,0.0001066613402386121
2011-10-31,-0.03270073055217336,-0.0047122864660040596,-0.001196592524347274
2011-11-01,-0.04809623656151402,-0.008077369926249847,-0.002114651521807251
2011-11-02,0.01726198583983721,0.002109860629534213,0.0012156353846323807
2011-11-03,0.01681617951196358,0.000525979599081782,-0.0004181728688655923
2011-11-04,-0.005521547657228192,0.0006467177488851283,0.0004242607712314423
2011-11-07,-0.007616105947678308,-0.0006983063947812669,-0.0006412673857908148
2011-11-08,0.010969826682338167,0.002690927048862166,-4.493403636087035e-06
2011-11-09,-0.03234744746552222,-0.003970729745755781,-0.0005813931666363814
2011-11-10,0.0010586780336039932,-0.0028698456982669427,-9.747985036168042e-05
2011-11-11,0.029820326187945622,0.006693860344118582,0.001051218518789566
2011-11-14,-0.012528272015554356,-0.002558019932848569,0.0001272527314692928
2011-11-15,-0.0093047683090406,-0.0013565503089306434,0.0006272734106467828
2011-11-16,-0.004306247738062377,0.0004349308682545961,0.0011494062405573435
2011-11-17,-0.015439046633325263,-0.0014803619104009843,-0.0010101038018845208
2011-11-18,-0.003092267264826794,-0.0007339584865496991,-8.369384910265153e-05
2011-11-21,-0.028643431296615778,-0.0037454189249120336,-0.0006077574918011314
2011-11-22,-0.007531319802523125,-0.0019500227280016625,-0.0005071738098816387
2011-11-23,-0.0243361261766318,-0.003888422603267603,-0.0004160269797299455
2011-11-24,0.0022979664047145794,-0.002502281092959842,-0.0008003357370248976
2011-11-25,-0.00346187034536119,-0.0009067950446648531,-0.00028663158863798463
2011-11-28,0.034215616238838245,0.004221815057817017,0.0007877160044129845
2011-11-29,-0.0003215192223034164,-4.271407728934684e-05,0.0004617728001621818
2011-11-30,0.04037579868292088,0.00634750751761756,0.001535416882326535
2011-12-01,-0.0029320843356673947,-0.0004247603262574363,0.00022889887367451452
2011-12-02,0.0018123382977217471,-0.0018002451248057643,-0.00018362587770575107
2011-12-05,0.007734737421808984,0.000937416560137973,0.0006874145202987328
